ig_id,profile_img,Freq_Day_post,image_sum_comment,image_sum_like_view,image_mean_comment,image_mean_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,no_of_hashtag,no_of_content_words,no_of_emoji,no_of_post_alt_words,profile_img_array,image_html_link,image_html_link,Added_HK_IG,political_words,Hong_Kong_words,Food_words,Beauty_words,Sport_words,Travel_words,Music_words,Education_words,Art_words,Acting_words
playmmo,scrap_web_details_image/playmmo_profile.png,0.0,,,,,0.0,44.0,0.0,44.0,0.0,44.0,18.0,498.0,2.0,401.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174EB0>,"<img src=""scrap_web_details_image/playmmo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/playmmo_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
playstationhk,scrap_web_details_image/playstationhk_profile.png,0.0,,,,,20.0,2537.0,20.0,2537.0,20.0,2537.0,5.0,450.0,0.0,450.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165C70>,"<img src=""scrap_web_details_image/playstationhk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/playstationhk_profile.png"" width=""60"" >",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polly.cpl,scrap_web_details_image/polly.cpl_profile.png,4.272719907407407,719.0,75610.0,34.23809523809524,3600.4761904761904,849.0,585000.0,849.0,585000.0,849.0,585000.0,23.0,12366.0,140.0,9940.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E670>,"<img src=""scrap_web_details_image/polly.cpl_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/polly.cpl_profile.png"" width=""60"" >",22,0.0,0.0,0.0,0.0,3.0,7.0,0.0,6.0,0.0,0.0
polocyl,scrap_web_details_image/polocyl_profile.png,2.0769212962962964,327.0,4834.0,13.08,193.36,35.0,443.0,35.0,443.0,35.0,443.0,189.0,14266.0,82.0,11074.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C250>,"<img src=""scrap_web_details_image/polocyl_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/polocyl_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,32.0
poortravellers,scrap_web_details_image/poortravellers_profile.png,0.0,,,,,142.0,295000.0,142.0,295000.0,142.0,295000.0,2.0,659.0,5.0,661.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153430>,"<img src=""scrap_web_details_image/poortravellers_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/poortravellers_profile.png"" width=""60"" >",0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
popsalehk,scrap_web_details_image/popsalehk_profile.png,0.0,,,,,4.0,50.0,4.0,50.0,4.0,50.0,4.0,289.0,3.0,172.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153760>,"<img src=""scrap_web_details_image/popsalehk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/popsalehk_profile.png"" width=""60"" >",0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preediwat,scrap_web_details_image/preediwat_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276190>,"<img src=""scrap_web_details_image/preediwat_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/preediwat_profile.png"" width=""60"" >",0,,,,,,,,,,
princesshouseee_,scrap_web_details_image/princesshouseee__profile.png,0.0,,,,,7.0,1076.0,7.0,1076.0,7.0,1076.0,10.0,2123.0,47.0,2129.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E550>,"<img src=""scrap_web_details_image/princesshouseee__profile.png"" width=""60"" >","<img src=""scrap_web_details_image/princesshouseee__profile.png"" width=""60"" >",0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
privatezoo,scrap_web_details_image/privatezoo_profile.png,2.42306712962963,150.0,4697.0,6.818181818181818,213.5,114.0,20596.0,114.0,20596.0,114.0,20596.0,192.0,30658.0,83.0,20856.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812847C0>,"<img src=""scrap_web_details_image/privatezoo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/privatezoo_profile.png"" width=""60"" >",0,0.0,29.0,1.0,4.0,0.0,4.0,215.0,4.0,0.0,14.0
puinam,scrap_web_details_image/puinam_profile.png,0.0,,,,,3.0,25056.0,3.0,25056.0,3.0,25056.0,0.0,21.0,1.0,6.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153790>,"<img src=""scrap_web_details_image/puinam_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/puinam_profile.png"" width=""60"" >",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabeeayeung,scrap_web_details_image/rabeeayeung_profile.png,2.461527777777777,64.0,4897.0,2.4615384615384617,188.34615384615384,,,,,,,139.0,13726.0,81.0,8873.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E1F0>,"<img src=""scrap_web_details_image/rabeeayeung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rabeeayeung_profile.png"" width=""60"" >",0,0.0,5.0,1.0,2.0,4.0,4.0,0.0,11.0,0.0,0.0
rachellyt,scrap_web_details_image/rachellyt_profile.png,6.642847222222223,49.0,4688.0,3.5,334.85714285714283,,,,,,,4.0,4692.0,41.0,2881.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C370>,"<img src=""scrap_web_details_image/rachellyt_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rachellyt_profile.png"" width=""60"" >",7,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0
rahrahsong,scrap_web_details_image/rahrahsong_profile.png,0.0,,,,,0.0,424.0,0.0,424.0,0.0,424.0,0.0,1109.0,0.0,176.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E2E0>,"<img src=""scrap_web_details_image/rahrahsong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rahrahsong_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rainkywai,scrap_web_details_image/rainkywai_profile.png,1.6538425925925926,807.0,26272.0,31.03846153846154,1010.4615384615385,,,,,,,7.0,2717.0,56.0,3520.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EFD0>,"<img src=""scrap_web_details_image/rainkywai_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rainkywai_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
rambler15,scrap_web_details_image/rambler15_profile.png,0.0,,,,,3.0,281.0,3.0,281.0,3.0,281.0,0.0,259.0,0.0,168.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DA90>,"<img src=""scrap_web_details_image/rambler15_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rambler15_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raywychin,scrap_web_details_image/raywychin_profile.png,0.0,,,,,367.0,473705.0,367.0,473705.0,367.0,473705.0,0.0,233.0,5.0,233.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174190>,"<img src=""scrap_web_details_image/raywychin_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/raywychin_profile.png"" width=""60"" >",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
realbasketballcoach,scrap_web_details_image/realbasketballcoach_profile.png,0.0,,,,,0.0,55.0,0.0,55.0,0.0,55.0,5.0,203.0,2.0,184.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174970>,"<img src=""scrap_web_details_image/realbasketballcoach_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/realbasketballcoach_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
reererre,scrap_web_details_image/reererre_profile.png,3.333333333333333,,,,,15.0,9433.0,15.0,9433.0,15.0,9433.0,0.0,446.0,6.0,2017.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165F40>,"<img src=""scrap_web_details_image/reererre_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/reererre_profile.png"" width=""60"" >",9,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
refife.official,scrap_web_details_image/refife.official_profile.png,5.583333333333333,149.0,9523.0,12.416666666666666,793.5833333333334,,,,,,,2.0,3709.0,10.0,2487.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C670>,"<img src=""scrap_web_details_image/refife.official_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/refife.official_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regenc,scrap_web_details_image/regenc_profile.png,0.0,,,,,38.0,4051.0,38.0,4051.0,38.0,4051.0,0.0,1227.0,1.0,119.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174940>,"<img src=""scrap_web_details_image/regenc_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/regenc_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
reginahyt,scrap_web_details_image/reginahyt_profile.png,9.545451388888887,4039.0,149000.0,367.1818181818182,13545.454545454546,,,,,,,19.0,2036.0,6.0,2055.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E7C0>,"<img src=""scrap_web_details_image/reginahyt_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/reginahyt_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
renciysw,scrap_web_details_image/renciysw_profile.png,0.0,,,,,29.0,11644.0,29.0,11644.0,29.0,11644.0,2.0,49.0,0.0,186.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DF70>,"<img src=""scrap_web_details_image/renciysw_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/renciysw_profile.png"" width=""60"" >",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rene_superawesome,scrap_web_details_image/rene_superawesome_profile.png,2.961527777777777,496.0,82265.0,31.0,5141.5625,103.0,154000.0,103.0,154000.0,103.0,154000.0,15.0,3763.0,12.0,3543.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EEB0>,"<img src=""scrap_web_details_image/rene_superawesome_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rene_superawesome_profile.png"" width=""60"" >",5,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,1.0
renefurtererhk,scrap_web_details_image/renefurtererhk_profile.png,5.4,1.0,63.0,0.125,7.875,62.0,3719.0,62.0,3719.0,62.0,3719.0,123.0,8053.0,20.0,5877.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C2B0>,"<img src=""scrap_web_details_image/renefurtererhk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/renefurtererhk_profile.png"" width=""60"" >",0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
reveeyewear,scrap_web_details_image/reveeyewear_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DD00>,"<img src=""scrap_web_details_image/reveeyewear_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/reveeyewear_profile.png"" width=""60"" >",1,,,,,,,,,,
rickykazaf,scrap_web_details_image/rickykazaf_profile.png,4.375,382.0,33025.0,15.916666666666666,1376.0416666666667,,,,,,,40.0,11414.0,20.0,10513.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D550>,"<img src=""scrap_web_details_image/rickykazaf_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rickykazaf_profile.png"" width=""60"" >",0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,12.0,0.0,0.0
rickysham,scrap_web_details_image/rickysham_profile.png,10.2,0.0,0.0,0.0,0.0,,,,,,,0.0,100.0,0.0,827.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284850>,"<img src=""scrap_web_details_image/rickysham_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rickysham_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rikkolee,scrap_web_details_image/rikkolee_profile.png,0.0,,,,,16.0,1256.0,16.0,1256.0,16.0,1256.0,1.0,320.0,3.0,177.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276040>,"<img src=""scrap_web_details_image/rikkolee_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rikkolee_profile.png"" width=""60"" >",8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rimazeidan51,scrap_web_details_image/rimazeidan51_profile.png,3.5769212962962964,1962.0,229605.0,109.0,12755.833333333334,0.0,3.0,0.0,3.0,0.0,3.0,0.0,10469.0,57.0,7465.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C580>,"<img src=""scrap_web_details_image/rimazeidan51_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rimazeidan51_profile.png"" width=""60"" >",0,0.0,0.0,0.0,1.0,9.0,2.0,3.0,0.0,0.0,0.0
roma_trend,scrap_web_details_image/roma_trend_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174790>,"<img src=""scrap_web_details_image/roma_trend_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/roma_trend_profile.png"" width=""60"" >",0,,,,,,,,,,
rona.tsui,scrap_web_details_image/rona.tsui_profile.png,7.0,22.0,575.0,7.333333333333333,191.66666666666663,27.0,18736.0,27.0,18736.0,27.0,18736.0,42.0,2942.0,17.0,2882.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276CA0>,"<img src=""scrap_web_details_image/rona.tsui_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rona.tsui_profile.png"" width=""60"" >",0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0
rosamundkwan,scrap_web_details_image/rosamundkwan_profile.png,0.0,,,,,5.0,1504.0,5.0,1504.0,5.0,1504.0,2.0,48.0,0.0,192.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165B20>,"<img src=""scrap_web_details_image/rosamundkwan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rosamundkwan_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosekwok365,scrap_web_details_image/rosekwok365_profile.png,0.0,,,,,13.0,1631000.0,13.0,1631000.0,13.0,1631000.0,0.0,41.0,3.0,204.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276160>,"<img src=""scrap_web_details_image/rosekwok365_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rosekwok365_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roserosemama,scrap_web_details_image/roserosemama_profile.png,0.0,,,,,7.0,10400.0,7.0,10400.0,7.0,10400.0,0.0,458.0,3.0,219.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E460>,"<img src=""scrap_web_details_image/roserosemama_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/roserosemama_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rosinalam,scrap_web_details_image/rosinalam_profile.png,4.086956018518518,1959.0,177027.0,130.6,11801.8,8.0,40200.0,8.0,40200.0,8.0,40200.0,28.0,2890.0,33.0,3524.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CDC0>,"<img src=""scrap_web_details_image/rosinalam_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rosinalam_profile.png"" width=""60"" >",0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0
rositakpyy,scrap_web_details_image/rositakpyy_profile.png,4.909085648148148,2135.0,70376.0,97.04545454545456,3198.909090909091,,,,,,,7.0,3889.0,102.0,4999.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E5E0>,"<img src=""scrap_web_details_image/rositakpyy_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rositakpyy_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
roxannetong,scrap_web_details_image/roxannetong_profile.png,7.133333333333334,2853.0,337488.0,237.75,28124.0,46.0,19400.0,46.0,19400.0,46.0,19400.0,9.0,3598.0,36.0,4400.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DE50>,"<img src=""scrap_web_details_image/roxannetong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/roxannetong_profile.png"" width=""60"" >",2,0.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0
rucochan,scrap_web_details_image/rucochan_profile.png,5.315787037037037,274.0,26000.0,18.266666666666666,1733.3333333333333,37.0,6033.0,37.0,6033.0,37.0,6033.0,0.0,2586.0,36.0,3184.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811533D0>,"<img src=""scrap_web_details_image/rucochan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/rucochan_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
ryanlau88,scrap_web_details_image/ryanlau88_profile.png,1.3846064814814816,166.0,26122.0,6.916666666666667,1088.4166666666667,24.0,20000.0,24.0,20000.0,24.0,20000.0,42.0,11306.0,11.0,9066.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165A60>,"<img src=""scrap_web_details_image/ryanlau88_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ryanlau88_profile.png"" width=""60"" >",8,0.0,2.0,2.0,1.0,40.0,1.0,1.0,2.0,0.0,0.0
sabrinapingping_,scrap_web_details_image/sabrinapingping__profile.png,0.0,,,,,2.0,56.0,2.0,56.0,2.0,56.0,0.0,26.0,1.0,182.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153AC0>,"<img src=""scrap_web_details_image/sabrinapingping__profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sabrinapingping__profile.png"" width=""60"" >",12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saffiesaffie,scrap_web_details_image/saffiesaffie_profile.png,2.2307638888888888,441.0,24040.0,16.96153846153846,924.6153846153846,,,,,,,589.0,25597.0,131.0,10481.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276BB0>,"<img src=""scrap_web_details_image/saffiesaffie_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/saffiesaffie_profile.png"" width=""60"" >",0,0.0,3.0,13.0,25.0,32.0,6.0,0.0,2.0,2.0,10.0
sammi_chengsauman,scrap_web_details_image/sammi_chengsauman_profile.png,1.4615277777777778,994.0,59111.0,58.47058823529412,3477.1176470588234,60.0,72583.0,60.0,72583.0,60.0,72583.0,3.0,6380.0,124.0,6111.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DEE0>,"<img src=""scrap_web_details_image/sammi_chengsauman_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sammi_chengsauman_profile.png"" width=""60"" >",0,0.0,0.0,0.0,11.0,7.0,0.0,6.0,7.0,4.0,0.0
sammicheung926,scrap_web_details_image/sammicheung926_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811653A0>,"<img src=""scrap_web_details_image/sammicheung926_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sammicheung926_profile.png"" width=""60"" >",0,,,,,,,,,,
sammkoling,scrap_web_details_image/sammkoling_profile.png,0.0,,,,,0.0,190.0,0.0,190.0,0.0,190.0,2.0,218.0,0.0,218.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153190>,"<img src=""scrap_web_details_image/sammkoling_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sammkoling_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
samstailor,scrap_web_details_image/samstailor_profile.png,0.0,,,,,1.0,33.0,1.0,33.0,1.0,33.0,11.0,382.0,0.0,382.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E670>,"<img src=""scrap_web_details_image/samstailor_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/samstailor_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandrangky,scrap_web_details_image/sandrangky_profile.png,0.0,,,,,21.0,5802.0,21.0,5802.0,21.0,5802.0,0.0,81.0,2.0,85.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D730>,"<img src=""scrap_web_details_image/sandrangky_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sandrangky_profile.png"" width=""60"" >",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandytooooo,scrap_web_details_image/sandytooooo_profile.png,5.095231481481481,1619.0,44529.0,77.0952380952381,2120.428571428572,,,,,,,18.0,5215.0,78.0,4234.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276850>,"<img src=""scrap_web_details_image/sandytooooo_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sandytooooo_profile.png"" width=""60"" >",0,0.0,2.0,0.0,4.0,24.0,1.0,0.0,0.0,0.0,2.0
santiagokwok12,scrap_web_details_image/santiagokwok12_profile.png,16.0,7.0,327.0,2.333333333333333,109.0,,,,,,,0.0,1152.0,7.0,602.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C310>,"<img src=""scrap_web_details_image/santiagokwok12_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/santiagokwok12_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
saraahshum,scrap_web_details_image/saraahshum_profile.png,0.0,,,,,15.0,309.0,15.0,309.0,15.0,309.0,0.0,3.0,3.0,218.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812763A0>,"<img src=""scrap_web_details_image/saraahshum_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/saraahshum_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sassyhongkong,scrap_web_details_image/sassyhongkong_profile.png,1.4230671296296296,20.0,2246.0,0.8695652173913043,97.65217391304348,1.0,653.0,1.0,653.0,1.0,653.0,24.0,16016.0,31.0,12750.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E760>,"<img src=""scrap_web_details_image/sassyhongkong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sassyhongkong_profile.png"" width=""60"" >",2,0.0,15.0,8.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0
sawadikap__kenny,scrap_web_details_image/sawadikap__kenny_profile.png,7.4615277777777775,568.0,86732.0,51.63636363636363,7884.727272727273,6.0,717.0,6.0,717.0,6.0,717.0,7.0,3567.0,19.0,2291.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284B20>,"<img src=""scrap_web_details_image/sawadikap__kenny_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sawadikap__kenny_profile.png"" width=""60"" >",0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0
saxyphil,scrap_web_details_image/saxyphil_profile.png,3.692303240740741,986.0,55791.0,39.44,2231.64,54.0,23391.0,54.0,23391.0,54.0,23391.0,34.0,7867.0,27.0,6843.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EC70>,"<img src=""scrap_web_details_image/saxyphil_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/saxyphil_profile.png"" width=""60"" >",7,0.0,9.0,2.0,3.0,2.0,0.0,23.0,2.0,0.0,2.0
scarlett328,scrap_web_details_image/scarlett328_profile.png,0.0,,,,,72.0,12700.0,72.0,12700.0,72.0,12700.0,0.0,621.0,2.0,621.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165550>,"<img src=""scrap_web_details_image/scarlett328_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/scarlett328_profile.png"" width=""60"" >",4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
second_kill,scrap_web_details_image/second_kill_profile.png,0.0,,,,,3.0,1635.0,3.0,1635.0,3.0,1635.0,0.0,416.0,6.0,150.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153820>,"<img src=""scrap_web_details_image/second_kill_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/second_kill_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seeing2sea,scrap_web_details_image/seeing2sea_profile.png,2.476180555555556,23.0,594.0,1.15,29.7,12.0,4285.0,12.0,4285.0,12.0,4285.0,10.0,7758.0,5.0,3993.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CBB0>,"<img src=""scrap_web_details_image/seeing2sea_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/seeing2sea_profile.png"" width=""60"" >",0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
shamshirley,scrap_web_details_image/shamshirley_profile.png,5.5263078703703705,1481.0,240744.0,87.11764705882354,14161.411764705885,174.0,40000.0,174.0,40000.0,174.0,40000.0,20.0,6426.0,17.0,5439.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153F10>,"<img src=""scrap_web_details_image/shamshirley_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/shamshirley_profile.png"" width=""60"" >",1,0.0,5.0,1.0,12.0,2.0,0.0,2.0,4.0,0.0,1.0
shangrilayt,scrap_web_details_image/shangrilayt_profile.png,4.230763888888889,393.0,48277.0,15.72,1931.08,21.0,2198.0,21.0,2198.0,21.0,2198.0,10.0,3080.0,21.0,2919.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D8E0>,"<img src=""scrap_web_details_image/shangrilayt_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/shangrilayt_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sharonchanmanchi,scrap_web_details_image/sharonchanmanchi_profile.png,1.9615277777777775,332.0,36143.0,36.888888888888886,4015.8888888888887,30.0,22404.0,30.0,22404.0,30.0,22404.0,15.0,7847.0,97.0,6397.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DFD0>,"<img src=""scrap_web_details_image/sharonchanmanchi_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/sharonchanmanchi_profile.png"" width=""60"" >",0,0.0,1.0,0.0,3.0,0.0,1.0,6.0,3.0,0.0,4.0
she.c0m,scrap_web_details_image/she.c0m_profile.png,0.1538425925925926,499.0,11564.0,24.95,578.2,48.0,1640.0,48.0,1640.0,48.0,1640.0,159.0,12478.0,55.0,10046.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174490>,"<img src=""scrap_web_details_image/she.c0m_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/she.c0m_profile.png"" width=""60"" >",3,0.0,6.0,6.0,5.0,3.0,6.0,9.0,4.0,3.0,6.0
