,ig_id,name,ig_description,no_of_post,no_of_follower,no_of_following,profile_img
566,kayan.c,ᴊᴏʙ ᴄᴏɴᴛᴀᴄᴛ : +𝟾𝟻𝟸 𝟼𝟾𝟾𝟸 𝟾𝟻𝟷𝟷,"['ᴋᴀʏᴀɴᴄᴀʏᴇɴɴᴇ@ɢᴍᴀɪʟ.ᴄᴏᴍ', 'www.youtube.com/withlovekayan']",1084,143000.0,577,scrap_web_details_image/kayan.c_profile.png
567,garyveechinese,加里·維納查克,"['➡️ @garyvee 中文官方IG', '🔮早期投資: 臉書、推特、UBER、SnapChat', '✈️ @VaynerMedia & @VaynerSports 的CEO', '👇我的 YouTube 頻道上線了！', 'youtube.com/c/garyveechinese']",1437,114000.0,24,scrap_web_details_image/garyveechinese_profile.png
568,inez_leong,Inez Leong 梁諾妍🦉,"['Running around the world🏃🏽\u200d♀️', '🤸🏽\u200d♀️ @fitnezstudio', '🌱 @thenezstore', '🐶 @mollynamber 👶🏻', 'Job contact:', 'cindy_leong@starzpeople.com', 'www.charitablechoice.org.hk/en/campaigns/b513e2']",2931,85000.0,1352,scrap_web_details_image/inez_leong_profile.png
569,gigi_ggggg,Gigi🕊黃尹資,"['Video creator', '𝗧𝗿𝘂𝘀𝘁 𝘁𝗵𝗲 𝗽𝗿𝗼𝗰𝗲𝘀𝘀🪐', 'YouTube: GigiWorldPlay', '💌 Job Contact:', 'gigigg@pressplay.cc', '🛒 @simplepark_ @starry_stonehk', '🐈 @tigerteddy.meow', '-', 'YouTube🎞', 'youtu.be/ua41FYvczYY']",380,54600.0,621,scrap_web_details_image/gigi_ggggg_profile.png
570,di2da,狄易達,"['Musician', 'Fearless is starting something from zero']",4,74600.0,98,scrap_web_details_image/di2da_profile.png
571,sosouwithlove,"So Sou, Adela 🦋小so 🇲🇴🇭🇰🇯🇵","['Actor', '🎬 @sosouloveacting アデラ・ソー', '🌟 @missinternationalofficial Macau 13’', '🌟 Supermodel Asian 11’', '💄 お洒落が好きな人 @saralolo_official', '✨ Affordable Luxury Experience']",713,84500.0,1008,scrap_web_details_image/sosouwithlove_profile.png
572,lauchunhim.terrance,劉俊謙 Terrance Lau,"['工作聯絡', 'Stephanie Chan', '+852 96997898', 'Email: step@momproduction.com', '——————', 'Ella', '+852 92216173', 'Email: ella@momproduction.com', 'm.facebook.com/lauchunhimterrance', 'Followed by hinscheung']",510,100000.0,278,scrap_web_details_image/lauchunhim.terrance_profile.png
573,welovehkcity,Living the Hong Kong Lifestyle,"['Taking pictures all over the beautiful city of Hong Kong.......🦦 to snoozing Kaybie 🦦', 'Junwai', 'Junwai@vkhk.hk']",465,125000.0,18,scrap_web_details_image/welovehkcity_profile.png
574,chan_wai_man,陳慧敏☺️慧敏哥VivianChan,"['Art', '木船音樂創作室🌊singer songwriter', 'Email : info@woodenboat.com.mo', '工作聯絡：WhatsApp 🇲🇴+853 66313391', '🇭🇰Karmen +852 9345 2307', 'FB Page : vivianchanwaiman', '新歌🌺《泰姬》:', 'smarturl.it/chanwaiman']",4409,58300.0,1851,scrap_web_details_image/chan_wai_man_profile.png
575,chanjanis,陳貝兒 j chan,"['🦋 janis.chan@greenmonday.org.hk', '💙 job enquiry : kenneth wong +852 9497 9172', 'www.facebook.com/missjanischan']",2970,64800.0,1502,scrap_web_details_image/chanjanis_profile.png
576,carlhoudee,👀豪Dee,"['Comedian', '☯️', '@manner__official', '工作聯絡及查詢︰', '電郵︰houdee@weilamanner.com', 'Followed by hinscheung']",853,273000.0,1231,scrap_web_details_image/carlhoudee_profile.png
577,second_kill,Second Kill 潮流服飾/波鞋,"['Footwear store', '旺角廣華街1號仁安大廈3號地鋪', '💯正版正貨承諾計劃2016-2021編號3588', '營業時間: 1-9PM', '門市電話: 37099208', 'Whatsapp: 98684558', '日常分享 @secondkill_daily', '#秒殺品牌小知識 #秒殺開箱', '...', '到以下連結查詢/訂購', 'linktr.ee/secondkill']",4849,279000.0,7,scrap_web_details_image/second_kill_profile.png
578,tavia_yeung,Tavia Yeung,['I LOVE⋯⋯❤️'],266,466000.0,109,scrap_web_details_image/tavia_yeung_profile.png
579,snappy_hk,HK foodie💜美食推介💛旅行介紹💜生活分享,"['餐廳推介| 旅行玩樂 | Q&A mean爆心事台', 'Since 2015💜', '💛真 · 香港人分享🇭🇰 #Snappy黃店', '📍地區搜尋🔍e.g. #Snappy尖沙咀', '🇯🇵曾旅居日本🗾#Snappy日本', '📩snappyinhk@gmail.com', '感情心事台投稿隨意門👇🏻', 'linktr.ee/snappyinhk']",2303,178000.0,401,scrap_web_details_image/snappy_hk_profile.png
580,ding_2,𝐃𝐢𝐧𝐠 𝐃𝐢𝐧𝐠🦋,"['☁️ @holydaily.official', '🥯 @bunbun_creambun', '❏For work: Natalie 6879 0436 ♡', '↓ 【三月家居Vlog】貓貓生肉糧怎樣做? 一定要買的韓式醬蟹🇰🇷低脂飽腹牛油果卷餅🌮️ ↓', 'youtu.be/DYZQn9xgDLs']",1478,254000.0,511,scrap_web_details_image/ding_2_profile.png
581,phoebedreamy,☾ℙ𝕙𝕠𝕖𝕓𝕖 ℍ𝕦𝕚 許星羽,"['Public figure', '🇭🇰 #HongKong', '𝔽𝕠𝕦𝕟𝕕𝕖𝕣 | @he.art.gallery', '🅳🅼 | he.art3460299@gmail.com', 'AIA International Limited 𝔸𝕌𝕄', 'Insurance🤲🏻｜Savings💰| Investment📈', 'www.facebook.com/phoebedreamy']",3206,51900.0,1794,scrap_web_details_image/phoebedreamy_profile.png
582,agnes.the.foodie,ʜᴋ ғᴏᴏᴅɪᴇ 💜 ᴀɢɴᴇs,"['Blogger', '𝒜𝑔𝓃𝑒𝓈 𝒞𝒽𝒶𝓃𝑔 🇭🇰', ""ᴄʜᴏᴘᴇ's ғᴏᴏᴅɪᴇ ᴀᴍʙᴀssᴀᴅᴏʀ"", 'ғᴏᴏᴅ | ᴛʀᴀᴠᴇʟ | ʟɪғᴇsᴛʏʟᴇ | ᴘʜᴏᴛᴏɢʀᴀᴘʜʏ', '.', '📷 ᴄᴀɴᴏɴ ᴇᴏs ʀᴘ', 'sɪɴᴄᴇ ғᴇʙ 𝟸𝟶𝟷𝟻', '🔸', 'E-mail📬: foodie.agnes@gmail.com']",3229,81500.0,583,scrap_web_details_image/agnes.the.foodie_profile.png
583,puinam,Puinam 佩男👸🏼,"['Public figure', 'Macau🇲🇴', '📩 @dewdealstudio 🎧', '工作聯繫', 'Whatsapp: +85263946340 shan', 'puinamip0912@gmail.com', 'youtu.be/1Obw-bmFXgU']",709,335000.0,2486,scrap_web_details_image/puinam_profile.png
584,tofuyiuuuu,L E U N G S U E T Y I U❄ 雪 瑤,"['Personal blog', '🇭🇰 23.', 'Job inquiry : DM / kimmy.yoyo@yahoo.com', '🕌👘 @uclopia_hk', 'instagram.com/uclopia_hk?igshid=wha3yueyu9mk']",424,58500.0,377,scrap_web_details_image/tofuyiuuuu_profile.png
585,avery.leung,梁浸浸 🍭,"['Dad 👦🏿 @ndnco', 'Mom 👰🏻 @yumiko.chengy', 'Followed by hinscheung']",463,110000.0,4,scrap_web_details_image/avery.leung_profile.png
586,some2some_,IG最大禮物集中地🌾畢業抱枕🌾情人節禮物訂做🌾人頭專賣店,"['🌚Some2some店🌚', '☁ 香港 • 澳門', '☁ 預訂貨品 / 客製化貨品', '☁ 7-14日到貨', '☁ 貨品價錢為港幣HKD', '-', '香港 • 澳門', '☁旺角自取點領取 / 順豐運費到付', '📞Whatsapp 55109214', '🔽即時Wts下單(Mon-Fri 1000-1800)🔽', 'api.whatsapp.com/send?phone=85255109214']",2042,79300.0,4031,scrap_web_details_image/some2some__profile.png
587,chufune,fun chu 朱薰,"['Mom of two 👦🏻👧🏻', '903 🎤🎧', 'Keep Funning! 🤩', 'Followed by zenokoo and hinscheung']",4969,146000.0,1563,scrap_web_details_image/chufune_profile.png
588,chenchiyiu,陳自瑤yoyo,"['🤩For work🤩', '✨慧芳:9427 9636', '✨Email: fonia.tong@tvb.com.hk', '💚Facebook:￼ 陳自瑤yoyo', '💜新浪微博：陳自瑤yoyo', '💚YouTube', 'youtube.com/channel/UC1Hs0hel0FjqRV_bVlUvTdQ', 'Followed by zenokoo and hinscheung']",287,525000.0,1400,scrap_web_details_image/chenchiyiu_profile.png
589,myprincessyoyo,我的公主My Princess|化妝品護膚品|beauty,"['Shopping & retail', '網購付款後請whatsapp📲93873526', '1.旺角荷李活商業中心11樓1106-6a室', '2.觀塘駱駝漆工業中心三座9樓D2室', '3.大埔廣場2樓26號鋪', '🔥品牌合作查詢：marketing@myprincessyoyo.com', 'www.myprincessyoyo.com']",19239,104000.0,5,scrap_web_details_image/myprincessyoyo_profile.png
590,owencheung,張振朗,"['《There is no end to learning》', 'Job contact: Fonia 慧芳', 'Tel: 9427 9636']",1280,281000.0,998,scrap_web_details_image/owencheung_profile.png
591,foodartproject,Food Art Project,"['The Best in Food & Lifestyle', '#foodartproject', 'Global Food Photography Challenges', 'DM for Enquiries | Collaboration']",1669,111000.0,397,scrap_web_details_image/foodartproject_profile.png
592,chungshersher,Sherman Chung,"['Artist', 'HKSingerSongWriter', 'Daughter of GOD👸🏾', '@shermanxsukie @manman_draws @billyloaf', 'Work contact：51127284 Esther', 'YouTube channel :', 'youtu.be/9u1Qz1BI03k', 'Followed by hinscheung']",8020,85900.0,1794,scrap_web_details_image/chungshersher_profile.png
593,cusonlo,𝙲𝚞𝚜𝚘𝚗 𝙻𝚘,"['Writer', '孤獨的美術家', 'm.facebook.com/Cuson.LoChiKong', 'Followed by aarrghhhhhhhhhhh']",1946,155000.0,2269,scrap_web_details_image/cusonlo_profile.png
594,kikitamkiki,🇰 🇮 🇰 🇮 🌈 🇹 🇦 🇲,"['Public figure', '︎ #譚淇淇 ︎ ☺︎︎', '➪ ᴋɪᴋɪᴛᴀᴍᴋɪᴋɪ@ɢᴍᴀɪʟ.ᴄᴏᴍ', 'youtube.com/user/KIKITAMKIKI', 'Followed by mikeeeee___']",2932,80900.0,1720,scrap_web_details_image/kikitamkiki_profile.png
595,aitorgalcera,a i t o r g a l c e r á,['____________________________________ aitorgalcera@gmail.com'],370,116000.0,515,scrap_web_details_image/aitorgalcera_profile.png
596,kingymak,Kevin Mak,"['Photographer', 'on urban aesthetics accumulated over time', 'Hong Kong architect', '@1kmstudio | @streetsignhk', 'sites.google.com/1kmstudio.com/kingymak']",2577,89500.0,749,scrap_web_details_image/kingymak_profile.png
597,paisleyhu,Paisley 胡蓓蔚,"['Artist', 'Work Contact ⬇️', 'hu.paisley@gmail.com', 'Followed by hinscheung']",1111,253000.0,483,scrap_web_details_image/paisleyhu_profile.png
598,wongmanyik,王敏奕 ♡ V E N U S,"['Actor', '演員王敏奕 ♡ 🐰', '有關工作查詢請聯絡 Carmen', '☎️+852 68484823', '💌kmm.kaman@gmail.com', 'www.youtube.com/channel/UC8irsJpHY1O-HUTko7Spm4Q', 'Followed by zenokoo']",131,395000.0,956,scrap_web_details_image/wongmanyik_profile.png
599,verbeeshiu,Veronica Shiu 邵珮詩,"['𝔸 𝕗𝕣𝕖𝕖 𝕤𝕠𝕦𝕝, 𝕂𝕖𝕖𝕡 𝕚𝕥 𝕤𝕚𝕞𝕡𝕝𝕖 𝕒𝕟𝕕 𝕤𝕨𝕖𝕖𝕥.', '￼𝟐𝟎𝟏𝟒 𝐌𝐢𝐬𝐬 𝐇𝐊 🇨🇦 𝐓𝐫𝐢𝐥𝐢𝐧𝐠𝐮𝐚𝐥 𝐌𝐂/𝐓𝐕 𝐏𝐞𝐫𝐬𝐨𝐧 🦋 @veronxyoga Dolce Vita🏄🏻\u200d♀️⛸🏐✈️', 'Jobs: amy.leung@tvb.com.hk', 'www.youtube.com/channel/UC06-TRDKN7iR8zqOdr2rrcw']",1654,92200.0,804,scrap_web_details_image/verbeeshiu_profile.png
600,oops_coconut,!!🐼CoCo〰💕,"['Blogger', '袁紫僑 CoCo', 'work：badakitty@gmail.com']",2022,134000.0,558,scrap_web_details_image/oops_coconut_profile.png
601,no3l,𝐍𝐨𝐞𝐥 𝐋𝐇𝐘,"['Blogger', '𝐋𝐢𝐟𝐞 𝐒𝐭𝐲𝐥𝐞 𝐢𝐬 𝐭𝐡𝐞 𝐰𝐚𝐲 𝐢𝐧 𝐰𝐡𝐢𝐜𝐡 𝐚 𝐩𝐞𝐫𝐬𝐨𝐧 𝐥𝐢𝐯𝐞𝐬', '𝐁𝐞𝐥𝐢𝐞𝐯𝐞 𝐅𝐚𝐬𝐡𝐢𝐨𝐧 𝐢𝐬 𝐚𝐧 𝐢𝐧𝐭𝐞𝐠𝐫𝐚𝐥 𝐩𝐚𝐫𝐭 𝐨𝐟 𝐭𝐫𝐚𝐯𝐞𝐥', '#DressUpToTravel', '#TravelOutfits', '#OOTD']",4144,64099.0,4057,scrap_web_details_image/no3l_profile.png
602,antwallace,Anthony Wallace,"['Photographer', 'Agence France-Presse (@AFPphoto) Seoul based photojournalist & chief photographer for North & South Korea. Weekend rock star', 'www.anthonywallacephotography.com']",1326,61700.0,3516,scrap_web_details_image/antwallace_profile.png
603,nokkymerszei,Sikrintarn Nokky Merszei,"['Actor', 'Actress from Thailand, currently living in Hong Kong. Passionate about Food & Fashion.', 'Founder @nokkyrecipe Healthy & Delicious!', 'line: @nokkyrecipe']",8367,124000.0,1193,scrap_web_details_image/nokkymerszei_profile.png
604,candy_kamanyuen,Candy Yuen 袁嘉敏,"['Art', 'Artist 💌ykaman1028@gmail.com', 'youtu.be/eQptHEtc07M']",809,105000.0,268,scrap_web_details_image/candy_kamanyuen_profile.png
605,stephanie_cheng,Stephanie Cheng 🌞,"['Job contact: Cindy Leong Cindy_leong@starzpeople.com', 'Starz People', '《受夠》自彈自唱版', 'youtu.be/hj1Ede4v0X0', 'Followed by babyjohnchoi and hinscheung']",3009,113000.0,889,scrap_web_details_image/stephanie_cheng_profile.png
606,better.than.sexx,Karl,"['Artist', '@karlmojo', '@vladbladirons ProTeam #vbiprotram', '@mofo_tattoo', 'Booking open', 'wa.me/85261349554']",257,53600.0,1203,scrap_web_details_image/better.than.sexx_profile.png
607,explore_hongkong,𝐄𝐱𝐩𝐥𝐨𝐫𝐞 𝐇𝐨𝐧𝐠 𝐊𝐨𝐧𝐠 𝐥𝐢𝐤𝐞 𝐚 𝐥𝐨𝐜𝐚𝐥,"['Local & travel website', 'So I capture the moment to remind myself how Hong Kong was once like. 香港人，就是要珍視香港的文化。就讓我們在此，記錄當下的香港。', '📍 𝐬𝐢𝐧𝐜𝐞 𝟐𝟎𝟏𝟔 👇🏻New Vlog 🎥 👇🏻', 'youtu.be/paK4Ab5nY00']",1633,70700.0,439,scrap_web_details_image/explore_hongkong_profile.png
608,preediwat,Por Kon Dee,"['Variety Pics', '@cutegirlthailand', 'bit.ly/2XHddTW']",480,49500.0,2248,scrap_web_details_image/preediwat_profile.png
609,hungcl,洪卓立 Ken Hung,"['Art', '英皇娛樂', 'DM or Dickson Yip (852)64071718', 'dicksonyipsd@emperorgroup.com', 'youtu.be/gLwbmOquuiQ', 'Followed by hinscheung']",2467,119000.0,1093,scrap_web_details_image/hungcl_profile.png
610,ariunaa_official,Төмөрийн Ариунаа,['youtu.be/Po3qSbhHugU'],197,75100.0,219,scrap_web_details_image/ariunaa_official_profile.png
611,hifivehk,HIFIVE,"['Video creator', '🙌🏻 HIFIVE為你帶來一點共鳴', '🥳街訪｜挑戰｜短劇', '🎥 合作歡迎DM或email', '📩 hfmediahk@gmail.com', '⬇️⬇️⬇️⬇️', '【AV知識問答大賽】｜HIFIVE', 'youtu.be/j2z-iuAo9TM']",491,55600.0,9,scrap_web_details_image/hifivehk_profile.png
612,elannek930,江若琳❣️Elanne🌞,"['Public figure', '演員🎬/歌手🎤', '工作聯繫📲: Sherman Fan 97702797', 'My😻 : @lomichi1110 @kambo_723', 'YouTube📺👇🏻', 'youtu.be/fklNwqppIbw']",2230,201000.0,588,scrap_web_details_image/elannek930_profile.png
613,dr_maret_lee,Margaret Lee,"['Artist, Designer, Painter', 'PHD', 'www.harpersbazaar.com.hk/celebrity/interview/A-Fashionable-Life-Margaret-Lee']",1247,305000.0,686,scrap_web_details_image/dr_maret_lee_profile.png
614,sulinip,💖💕Sulin💓💘,"['認真生活，堅持運動 ，用影片分享心情', 'Miss International Macau 2016 🇲🇴', '遠足 | 瑜伽 | 旅遊 | 分享| 化妝 | 美容', '📩 工作 : contact@sulinip.net', 'My shop : @jk.selected.cakery', 'www.facebook.com/sulinip2016']",1283,273000.0,1081,scrap_web_details_image/sulinip_profile.png
615,elleeec,妮🦊,"['Just for fun', 'ౄ. ♡\U0001f6fc🤸🏻\u200d♀️🃏', 'Viu Tv 廣告女皇-社交平台人氣獎🖤', '@6petsbubu']",1386,85400.0,413,scrap_web_details_image/elleeec_profile.png
616,konniecrab,Konnie Crab 呂慧儀,"['Actor', 'Miss Hong Kong Second Runner-up 2006', '46th Miss International Miss Friendship & Miss Best Smile', 'Actress. 長腳蟹 熊若水', 'Work contact: B.Y. WONG 95598384', 'Followed by hinscheung']",1156,266000.0,316,scrap_web_details_image/konniecrab_profile.png
617,tinaaaminat,Tina 田娜,"['Just for fun', '🇲🇴', '少說話，多發呆', '❤️👩🏻\u200d🍳🧡', '@coffee_or_ti', 'Facebook page：Tina 田娜', '養了一隻 @pidgey_chan', '❗️工作聯絡及查詢：', 'artistes@weilamanner.com']",903,251000.0,665,scrap_web_details_image/tinaaaminat_profile.png
618,renciysw,Renci Yeung 楊偲泳,"['Actor', '🪐', 'Followed by zenokoo']",680,92600.0,2158,scrap_web_details_image/renciysw_profile.png
619,grandmama.store,婆婆雜貨店Grandmama.store,"['Shopping & retail', '❀ 𝒞𝓁𝑜𝓈𝑒𝓉 @grandmama.closet 𝑠𝑖𝑛𝑐𝑒 2017', '❀ 𝒞𝒶𝒻𝑒 @grandmama.cafe 𝑠𝑖𝑛𝑐𝑒 2020', '✿ sʜᴏᴘ｜ᴍᴋ ʟᴀɴɢʜᴀᴍ11/ғ｜ᴛsᴛ ᴛʜᴇ ɴᴀᴛᴇ1/ғ｜ᴋᴛ ʟʟᴀᴅʀᴏ13/ғ', '#Fujisan #富士山が好き ✈ 海外発送対応', 'www.grandmamastore.com']",1236,33500.0,649,scrap_web_details_image/grandmama.store_profile.png
620,lsb.co,Deacon Lui,"['Photographer', 'Change is the only constant.', 'linktr.ee/lsb.co', 'Followed by aarrghhhhhhhhhhh']",1903,88300.0,908,scrap_web_details_image/lsb.co_profile.png
621,vivianchowwaiman,周慧敏 Vivian Chow,"['Isaiah 43:2', 'Job Enquiries', 'vvisionworkshop@gmail.com', 'Facebook page: 周慧敏Vivian Chow', 'New song- Psalm 23', 'youtu.be/KEF_OOulOjA', 'Followed by zenokoo and hinscheung']",1049,200000.0,497,scrap_web_details_image/vivianchowwaiman_profile.png
622,zozotam1o1o,譚凱琪 z̲̅][̲̅o̲̅][̲̅i̲̅][̲̅e̲̅],"['Artist', '♡ Contact♡ Becky.leung', '٩(๑❛ᴗ❛๑)۶☆☎️ +852 6339 7357', 'youtu.be/Xdm2LP8rcuM']",1414,335000.0,327,scrap_web_details_image/zozotam1o1o_profile.png
623,wongtsuiyu,Priscilla Wong 黃翠如,"['For Work💡Kenneth Wong 💡mobile: 94979172 💡Office:23352106', 'www.facebook.com/wongtsuiyu', 'Followed by zenokoo and hinscheung']",3170,1200000.0,667,scrap_web_details_image/wongtsuiyu_profile.png
624,xcanadian,Stephen 🇨🇦🇭🇰,"['Photographer', '📍Hong Kong 🇭🇰', '📱iPhone everything ( iPhone 5/6/X/Xs/11 Pro/12 Pro )', '✉️: hkstephen@hotmail.com']",2248,77200.0,259,scrap_web_details_image/xcanadian_profile.png
625,jessicahsuan_official,Jessica 宣萱,['Followed by mikeeeee___'],428,202000.0,326,scrap_web_details_image/jessicahsuan_official_profile.png
626,903ahjeng,阿正,"['Comedian', 'Founder of @ahjengcoffeeclub', '叱咤903', '《Bad Girl佬》星期一至五 23:00-24:00', '《韓曜日》星期日 16:00-18:00', '聯絡：ahjengjengah@gmail.com', 'LA Girls找數！Elsie水着寫真初登場🔥', 'youtu.be/KvjAHVLGiUo', 'Followed by hinscheung and mikeeeee___']",884,213000.0,1324,scrap_web_details_image/903ahjeng_profile.png
627,kandybubu,糖妹 Kandy,"['Musician/band', 'Raise your Standards', 'ѕɪɴɢᴇʀ-ѕᴏɴɢᴡʀɪᴛᴇʀ', 'Work enquiry:', 'Flora +852 6618 1681', 'youtu.be/9o43ZhGyHWg', 'Followed by hinscheung and mikeeeee___']",3192,250000.0,2690,scrap_web_details_image/kandybubu_profile.png
628,jadelamm,Jade,"['Video creator', '📹#AmourBeautyJM #MADCOUPLE', '-', '💎 @jjadellery☪️', '𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐜𝐨𝐧𝐭𝐚𝐜𝐭: +𝟖𝟓𝟐 𝟓𝟔𝟐𝟐-𝟑𝟑𝟏𝟓', '𝐢𝐧𝐟𝐨@𝐦𝐚𝐝𝐜𝐨𝐮𝐩𝐥𝐞𝐡𝐤.𝐜𝐨𝐦', '⬇️NEW VIDEO❤️\u200d🔥', 'youtu.be/JiB5z_BRD-Y']",7657,133000.0,3017,scrap_web_details_image/jadelamm_profile.png
629,aka_chio,Aka Chio,"['Artist', 'For work please contact - 6706 6188 Mr Shek Amer', 'Email - waisanchio@gmail.com', 'Followed by hinscheung']",3445,202000.0,1242,scrap_web_details_image/aka_chio_profile.png
630,princesshouseee_,HERA GROUP+修護定制皮膚管理院💗,"['Health/beauty', '觀塘、銅鑼灣重新營業🈺️', '營業時間1:00-9:00pm', '/', '⚠️荃灣籌劃中 五月重開⚠️', '/', '荃灣｜觀塘｜銅鑼灣', '由PHRamAM開始 你的營養保健專家👩🏼\u200d⚕️🏥', 'Glamm Co香港本土護膚品牌🇭🇰', '從內調理到外 呵護你的每一寸肌膚🧏🏻\u200d♀️', 'linktr.ee/princesshouse.hk']",15154,59900.0,13,scrap_web_details_image/princesshouseee__profile.png
631,shinkongo,KONGO 石義山 🇭🇰 / 金剛力士 🇯🇵 Music,"['Pushing boundaries in music.', '#guitarist #vocalist #composer #producer', '🇭🇰Kongo 🇦🇺ChrisBrien 🇺🇸JonVonBoehm', '@kongophysique @kongomind', '#music #guitar #音楽', 'linktr.ee/kongorikishi']",397,128000.0,1148,scrap_web_details_image/shinkongo_profile.png
632,ho.ma.de,Holger Deh,"['Founder & Chef @essentiabyholgerdeh', 'Shop: L2, 200E @pacificplacehk till 31st August', 'Opening Hours: 12.00 pm - 8.00 pm', '🌱🌱🌱 👇🏻⬇️ Online Shop ⬇️ 👇🏻🌱🌱🌱', 'essentia-by-holger-deh.myshopify.com']",1178,68600.0,3213,scrap_web_details_image/ho.ma.de_profile.png
633,tsesaipei,謝曬皮,"['Author', 'Tse Sai Pei by Jasmine Tse', 'Illustrator from HK', '.', '✉️ jas.tse322@gmail.com', '🖥 www.tsesaipei.com', '.', '🧧purchase leisee 2022', 'www.tsesaipei.com/shop', 'Followed by aarrghhhhhhhhhhh']",1057,112000.0,795,scrap_web_details_image/tsesaipei_profile.png
634,pangliu,Pang Liu,"['Artist', '鵬仔', '160cm 🇭🇰', 'Youtube : SesameChannel 、zakiliu.VDO', '(我嗰野壞咗。Something Wrong）', 'youtube.com/c/SesameChannel']",348,172000.0,89,scrap_web_details_image/pangliu_profile.png
635,judy.kwong,𝑱𝒖𝒅𝒚 𝑲𝒘𝒐𝒏𝒈鄺潔楹,"['Actor', '@petitesseriehk', '@dawn_xlab', '#LePetitBisou', 'Work contact : DM or ☎️ +852 9427 9636 (Fonia)', 'www.cn.bisoubisoustore.com/collections/le-petit-bisou']",1002,257000.0,875,scrap_web_details_image/judy.kwong_profile.png
636,tpagon,Hi! I'm Champ. :-),"['A Thai. He Draws. He also wrote 12 books so far. twitter: @tpagon Also, facebook.com/tpagon', '\ue115For his photographs please go to @champsaw :)']",1394,59400.0,98,scrap_web_details_image/tpagon_profile.png
637,28kkss,28kkss,"['Blogger', 'allklear@discount code@28kkss', 'personal blog , travel,hotels,cuisine,selfie 🇲🇾 living in 🇭🇰😝.Collab pls email', '📩wkf0428@gmail.com @hainanboi', 'hk.allklear.com']",1016,105000.0,1125,scrap_web_details_image/28kkss_profile.png
638,christylaiii,Christy Lai 黎紀君,"['Job contact🌟:', 'cindy_leong@starzpeople.com', '______', '🍰 Founder: @sugar_please.hk', '🦴 Founder: @power_ruff.hk', '🐶 Owner: @powerruff_blossom', '______', 'youtube.com/c/christylai']",5289,123000.0,1276,scrap_web_details_image/christylaiii_profile.png
639,popsalehk,POPsale •🌟著數優惠 🍰飲飲食食 📸打卡玩樂,"['News & media website', '📱係一個緊貼最新優惠、飲食、玩樂既資訊平台。', '.', '🌟 著數優惠：#popsalehk', '🍰 飲飲食食：#popfoodhk', '📸 打卡玩樂：#popspotshk', '.', '🎬合作查詢：', '📱whatsapp 5548 5609', '📧 info@popsalehk.com', '.', '下載📲 IOS/Android👇👇', 'www.shoppinggai.com/download/apps']",6407,316000.0,23,scrap_web_details_image/popsalehk_profile.png
640,lingchengg,Ling Cheng,"['Video creator', '🇭🇰🇰🇷', '𝘍𝘰𝘶𝘯𝘥𝘦𝘳 𝘰𝘧 @6thfeb_', '𝘑𝘰𝘣 𝘤𝘰𝘯𝘵𝘢𝘤𝘵 @blb_ent', '📩 collaboration@lingchengg.com', 'youtu.be/IKY-smjplQ4']",1856,89600.0,1095,scrap_web_details_image/lingchengg_profile.png
641,agneswym,Agnes,"['Personal blog', '🥖', '@theupsidedowu', 'new video uploaded🥟', 'youtu.be/0XdXGefEVGA']",1086,177000.0,1834,scrap_web_details_image/agneswym_profile.png
642,choisaaaa,Charlene Choi,"['蔡卓妍 🙆🏻\u200d♀️', 'Charlene Choi 💁🏻\u200d♀️', '阿Sa 🤪', '❤️ Look of the day ❤️', 'www.enfantskin.com', 'Followed by hinscheung']",1893,1300000.0,566,scrap_web_details_image/choisaaaa_profile.png
643,winwinchan,Winnie Chan 陳穎妮,"['Just for fun', '@starzpeople', 'Job enquiry :', 'Cindy_leong@starzpeople.com']",537,69700.0,1399,scrap_web_details_image/winwinchan_profile.png
644,saraahshum,. Sarah Shum,"['MISSING UNICORN', 'Rm 1311, 13/F', 'Pakpolee Comm Ctr', '1A-1K Sai Yeung Choi St South', 'Mongkok Kln Hong Kong', '@missing__unicorn', 'www.facebook.com/sarah.shum.9']",324,53600.0,346,scrap_web_details_image/saraahshum_profile.png
645,yuenchingfung,Yuen Ching Fung,"['Actor', '__________________________', 'Instagram: @chingfung_official', '工作聯絡: winnie.sze@tvb.com.hk', 'www.facebook.com/yuenchingfung1129']",953,59600.0,296,scrap_web_details_image/yuenchingfung_profile.png
646,arisa_1010,Arisa Chan,"['東京に住んでいる香港人です🦉 音ゲーマ/コスプレイヤー/デレマス/Vtuber/衣裝自作派💖', 'Twitter🎀muffet1010', 'お仕事の依賴は💌muffetfetfet@gmail.com', 'www.facebook.com/Arisa1010']",1154,82600.0,333,scrap_web_details_image/arisa_1010_profile.png
647,dou6lei5syu1,道理書,"['Artist', '如果有一本書，裡面寫滿道理', '每一句聽完都激撚死你', '#道理書就係導你輸', '#唔好同女朋友講道理', '#唔好俾男朋友講道理', '#唔好同開心嘅人講道理', '#唔好同傷心嘅人講道理', '#因為佢哋真係好想屌柒你', '#道理我就講完喇', '同我subscribe 呀！！！！⬇️', 'youtube.com/channel/UCXOSvFbukg4mC-W66xxrQNA']",210,110000.0,37,scrap_web_details_image/dou6lei5syu1_profile.png
648,soyiuchung,So yiu chung,['Followed by hinscheung'],0,43600.0,816,scrap_web_details_image/soyiuchung_profile.png
